"artist","museum","gender","ethnicity","GEO3major","year"
"Jean-Baptiste Chapuy","Yale University Art Gallery","man","white","Europe","1760"
"Jean Charlot","Yale University Art Gallery","man","white","Europe","1900"
"He Cheng","Yale University Art Gallery","man","asian","Asia and the Pacific","1380"
"Talia Chetrit","Yale University Art Gallery","woman","white","North America","1980"
"Sandro Chia","Yale University Art Gallery","man","white","Europe","1950"
"William Christenberry","Yale University Art Gallery","man","white","North America","1940"
"Thomas Clarke","Yale University Art Gallery","man",NA,NA,NA
"Chema Cobo","Yale University Art Gallery","man","hispanic",NA,"1950"
"Matthys Cock","Yale University Art Gallery","man","white","Europe",NA
"Leon Cogniet","Yale University Art Gallery","man","white","Europe","1790"
"Timothy Cole","Yale University Art Gallery","man","white","North America","1850"
"Floyd Coleman","Yale University Art Gallery","man",NA,"North America","1940"
"Glenn Coleman","Yale University Art Gallery","man","white",NA,"1890"
"Antonio Colli","Yale University Art Gallery","man","white","Europe",NA
"John Coplans","Yale University Art Gallery","man","white","Europe","1920"
"Adolph KatzMaker: Coro","Yale University Art Gallery","man",NA,"North America",NA
"Delfino Delfini di Correggio","Yale University Art Gallery","man","white","Europe","1800"
"Fanny Young Cooney Cory","Yale University Art Gallery","woman","white","North America","1880"
"Francois-Louis Couche","Yale University Art Gallery","man","white","Europe","1780"
"Konrad Cramer","Yale University Art Gallery","man","white","Europe","1890"
"Rollin McNeil Crampton","Yale University Art Gallery","man","white","North America","1890"
"Gregory Crewdson","Yale University Art Gallery","man","white","North America","1960"
"Wayne Crothers","Yale University Art Gallery","man","white","Asia and the Pacific","1960"
"C. Currier","Yale University Art Gallery","man",NA,"North America",NA
"Calvin Curtis","Yale University Art Gallery","man","white","North America","1820"
"Wu Dacheng","Yale University Art Gallery","man","asian","Asia and the Pacific","1840"
"Peter Dalton","Yale University Art Gallery","man","white","North America","1890"
"Fei Danxu","Yale University Art Gallery","man","asian","Asia and the Pacific","1800"
"Daoguang","Yale University Art Gallery",NA,"asian","Asia and the Pacific","1820"
"Jacques Antoine Dassier","Yale University Art Gallery","man","white","Europe","1720"
"Adrien Dauzats","Yale University Art Gallery","man","white","Europe","1800"
"Ward Davenny","Yale University Art Gallery","man","white","North America","1950"
"Mary Theodora Davenport","Yale University Art Gallery",NA,"white","North America","1860"
"Allison Lee Davies","Yale University Art Gallery","woman",NA,"North America",NA
"Qiao Dazhuang","Yale University Art Gallery",NA,NA,"Asia and the Pacific",NA
"Henry Dean","Yale University Art Gallery","man","white","North America","1790"
"Alexandre Gabriel Decamps","Yale University Art Gallery","man","white","Europe","1800"
"Peter Dejong","Yale University Art Gallery","man","white",NA,NA
"William J. Delff","Yale University Art Gallery","man","white","Europe","1580"
"R. Dell","Yale University Art Gallery","man","white",NA,NA
"Robert Demachy","Yale University Art Gallery","man","white","Europe","1860"
"John S. DeMartelly","Yale University Art Gallery","man",NA,"North America","1900"
"Marcellin-Gilbert Desboutin","Yale University Art Gallery","man","white","Europe","1820"
"Louis Henri Devillez","Yale University Art Gallery","man","white","Europe","1860"
"David Dewey","Yale University Art Gallery","man",NA,"North America","1950"
"Henry Dexter","Yale University Art Gallery","man","white","North America","1810"
"A. L. Dick","Yale University Art Gallery","man",NA,NA,NA
"Albert-Christophe Dies","Yale University Art Gallery","man","white","Europe","1760"
"Dieudonne","Yale University Art Gallery","man","white","Europe","1800"
"Edward Samuel Dodge","Yale University Art Gallery","man","white","North America","1820"
"Rita Donagh","Yale University Art Gallery","woman","white","Europe","1940"
"Sir Nicolas Dorigny","Yale University Art Gallery","man","white","Europe","1660"
"Kathleen Cronin Doyle","Yale University Art Gallery","woman",NA,"North America","1960"
"Pierre Drevet","Yale University Art Gallery","man","white","Europe","1660"
"Peter Paul Duggan","Yale University Art Gallery","man","white",NA,"1810"
"Richard Dupont","Yale University Art Gallery","man","white","North America","1970"
"Paul-Leonard Durousseau","Yale University Art Gallery","man","white","Europe","1890"
"George Henry Durrie","Yale University Art Gallery","man","white","North America","1820"
"Arnold Machin O. B. E.","Yale University Art Gallery","man","white","Europe","1910"
"Seth Eastman","Yale University Art Gallery","man","white","North America","1810"
"D.C. Eaton","Yale University Art Gallery","man","white","North America","1830"
"Charles Echard","Yale University Art Gallery","man","white","Europe","1750"
"O. R. Eggers","Yale University Art Gallery","man","white","North America","1880"
"Justus van Egmont","Yale University Art Gallery","man","white","Europe","1600"
"Chokosai Eishi","Yale University Art Gallery","man","asian","Asia and the Pacific",NA
"Chokosai Eisho","Yale University Art Gallery","man","asian","Asia and the Pacific",NA
"Hans Burgkmair the Elder","Yale University Art Gallery","man","white","Europe","1470"
"Jacques de Gheyn the Elder","Yale University Art Gallery",NA,"white","Europe","1560"
"Stephen Elmer","Yale University Art Gallery","man","white","Europe",NA
"Jean Pierre Henri Elouis","Yale University Art Gallery","man","white",NA,"1760"
"Henry C. Eno","Yale University Art Gallery","man",NA,"North America","1870"
"De Scott Evans","Yale University Art Gallery","man","white","North America","1850"
"Walker Evans","Yale University Art Gallery","man","white","North America","1900"
"Jean-Baptiste Eugene Farochon","Yale University Art Gallery","man","white","Europe","1810"
"Jean Farquhar","Yale University Art Gallery",NA,NA,"Asia and the Pacific","1920"
"Jenny Feder","Yale University Art Gallery","woman","white","North America",NA
"Susan Felter","Yale University Art Gallery","woman","white","North America","1940"
"Odoardo Fialetti","Yale University Art Gallery","man","white","Europe","1570"
"Jud Fine","Yale University Art Gallery","man","white","North America","1940"
"Cecily Barth Firestein","Yale University Art Gallery","woman","white","North America","1930"
"G DevreesePublisher: Paul Fisch","Yale University Art Gallery","man",NA,"Europe",NA
"Charles Noel Flagg","Yale University Art Gallery","man","white","North America","1850"
"Richard Florsheim","Yale University Art Gallery","man","white","North America","1920"
"Joan Fontcuberta","Yale University Art Gallery","man","white","Europe","1960"
"John Wolfe Forbes","Yale University Art Gallery","man","white","North America","1780"
"Edward Onslow Ford","Yale University Art Gallery","man","white","Europe","1850"
"Patricia Tabacco Forrester","Yale University Art Gallery","woman","white","North America","1940"
"Sam Francis","Yale University Art Gallery","man","white","North America","1920"
"Paolo Fiammingo (Pauwels Franck)","Yale University Art Gallery","man","white",NA,"1540"
"Claude Lovat Frazer","Yale University Art Gallery","man","white","Europe","1890"
"Klaus Fussmann","Yale University Art Gallery","man","white","Europe","1940"
"Eduardo Hughes Galeano","Yale University Art Gallery","man","hispanic","Latin America and the Caribbean","1940"
"AndrAC Galle","Yale University Art Gallery","man","white","Europe","1760"
"Alexander Gardner","Yale University Art Gallery","man","white","Europe","1820"
"Leonard Gaultier","Yale University Art Gallery","man","white",NA,"1560"
"Frank Gehry","Yale University Art Gallery","man","white","North America","1930"
"Ogata Gekko","Yale University Art Gallery","man","asian","Asia and the Pacific","1860"
"Hugh Gelston","Yale University Art Gallery","man",NA,"North America","1790"
"Cock van Gent","Yale University Art Gallery",NA,"white",NA,"1920"
"FranA?ois Georgin","Yale University Art Gallery","man","white","Europe","1800"
"Arkanzas Gesch","Yale University Art Gallery",NA,"white","Europe",NA
"Ralph Gibson","Yale University Art Gallery","man","white","North America","1940"
"Bertoldo di Giovanni","Yale University Art Gallery","man","white","Europe","1420"
"Julia Glass","Yale University Art Gallery","woman","white","North America",NA
"Enoch-Henryk Glicenstein","Yale University Art Gallery","man","white",NA,"1870"
"Cheryl Goldsleger","Yale University Art Gallery",NA,NA,"North America","1950"
"Andy Goldsworthy","Yale University Art Gallery","man","white","Europe","1960"
"Angel Gonzales","Yale University Art Gallery","man","hispanic",NA,NA
"Robert P. Gordy","Yale University Art Gallery","man","white","North America","1930"
"Ted Greenwald","Yale University Art Gallery","man","white",NA,"1960"
"Benvenuto di Giovanni di Meo del Guasta","Yale University Art Gallery","man","white","Europe","1440"
"Walter K. Gutman","Yale University Art Gallery","man","white",NA,NA
"Anton Wilhelm HA?penden","Yale University Art Gallery","man","white","Europe",NA
"Johan Meno Haas","Yale University Art Gallery","man","white","Europe","1750"
"Johann Jakob Haid","Yale University Art Gallery","man","white","Europe","1700"
"Elias Hainzelmann","Yale University Art Gallery","man","white","Europe","1640"
"Frederick W. Halpin","Yale University Art Gallery","man","white",NA,"1800"
"Hugh Douglas Hamilton","Yale University Art Gallery","man","white","Europe","1740"
"Liang Hancao","Yale University Art Gallery","man","asian","Asia and the Pacific","1900"
"Thomas Harding","Yale University Art Gallery","man","white","North America","1910"
"Frances M. Harting","Yale University Art Gallery",NA,"white","North America",NA
"Jean-Baptiste Haussard","Yale University Art Gallery","man","white","Europe","1680"
"Gabriel Hayes","Yale University Art Gallery","woman","white","Europe","1910"
"Martin Johnson Heade","Yale University Art Gallery","man","white","North America","1820"
"Paul Heald","Yale University Art Gallery","man","white","North America","1940"
"Oswald Heidbrinck","Yale University Art Gallery","man","white","Europe",NA
"Robert Heinecken","Yale University Art Gallery","man","white","North America","1930"
"Paul Hercher","Yale University Art Gallery","man","white",NA,"1820"
"Adriane Herman","Yale University Art Gallery",NA,"white","North America",NA
"Anthony Hernandez","Yale University Art Gallery","man",NA,"North America","1950"
"Nona Hershey","Yale University Art Gallery",NA,"white","North America","1950"
"William Hicks","Yale University Art Gallery","man","white","North America","1900"
"John Henry Hill","Yale University Art Gallery","man","white","North America","1840"
"Nicholas Hilliard","Yale University Art Gallery","man",NA,"Europe","1550"
"Augustin Hirschvogel","Yale University Art Gallery","man","white","Europe","1500"
"Wade Hoefer","Yale University Art Gallery","man","white","North America","1950"
"Georg Hoefnagel","Yale University Art Gallery","man","white","Europe","1540"
"Irwin D. Hoffman","Yale University Art Gallery","man","white",NA,"1900"
"William Hogarth","Yale University Art Gallery","man","white","Europe","1700"
